i,j,feature_i,feature_j,pearson_r
29,145,29,145,0.0
29,146,29,146,0.0
29,147,29,147,0.0
29,148,29,148,0.0
29,149,29,149,0.0
29,150,29,150,0.0
29,151,29,151,0.0
29,152,29,152,0.0
29,153,29,153,0.0
29,154,29,154,0.0
29,155,29,155,0.0
29,156,29,156,0.0
29,157,29,157,0.0
29,158,29,158,0.0
29,159,29,159,0.0
29,160,29,160,0.0
29,161,29,161,0.0
29,162,29,162,0.0
29,163,29,163,0.0
29,164,29,164,0.0
29,165,29,165,0.0
29,166,29,166,0.0
29,167,29,167,0.0
29,168,29,168,0.0
29,169,29,169,0.0
29,170,29,170,0.0
29,171,29,171,0.0
29,172,29,172,0.0
29,173,29,173,0.0
29,174,29,174,0.0
29,175,29,175,0.0
29,176,29,176,0.0
29,177,29,177,0.0
29,178,29,178,0.0
29,179,29,179,0.0
29,180,29,180,0.0
29,181,29,181,0.0
29,182,29,182,0.0
29,183,29,183,0.0
29,184,29,184,0.0
29,185,29,185,0.0
29,186,29,186,0.0
29,187,29,187,0.0
29,188,29,188,0.0
29,189,29,189,0.0
29,190,29,190,0.0
29,191,29,191,0.0
29,192,29,192,0.0
29,193,29,193,0.0
29,194,29,194,0.0
29,195,29,195,0.0
29,196,29,196,0.0
29,197,29,197,0.0
29,198,29,198,0.0
29,199,29,199,0.0
29,200,29,200,0.0
29,201,29,201,0.02823801930059654
29,202,29,202,0.0
29,203,29,203,0.0
29,204,29,204,0.0
29,205,29,205,0.0
29,206,29,206,0.0
29,207,29,207,0.0023024447015571213
29,208,29,208,-0.08141332203692214
29,209,29,209,-0.04909888217802181
29,210,29,210,-0.0427564491829851
29,211,29,211,0.033381148608924355
29,212,29,212,0.0
29,213,29,213,-0.06064086320349294
29,214,29,214,-0.04463191549481007
29,215,29,215,0.11012891370796044
29,216,29,216,0.0
29,217,29,217,0.014369951692607704
29,218,29,218,0.013867167978009787
29,219,29,219,-2.837795825320672e-06
29,220,29,220,0.02772389491833728
29,221,29,221,0.02001537021066121
29,222,29,222,0.02769898730031424
29,223,29,223,0.0
29,224,29,224,-0.06364145446129026
29,225,29,225,-0.04566980446360298
29,226,29,226,-0.0672055086606282
29,227,29,227,-0.06767071379656348
29,228,29,228,0.0
29,229,29,229,0.0
29,230,29,230,0.0
29,231,29,231,0.0
29,232,29,232,0.0
29,233,29,233,0.013515947589033357
29,234,29,234,0.03661499024513329
29,235,29,235,0.0479420112265167
29,236,29,236,0.055568827651696164
29,237,29,237,0.07528153553910151
29,238,29,238,-0.004879446191485755
29,239,29,239,-0.0004991272243915237
29,240,29,240,0.014635645184882477
29,241,29,241,0.015280076320744676
29,242,29,242,0.012619861084194453
29,243,29,243,0.012432304339168544
29,244,29,244,0.0
29,245,29,245,0.0
29,246,29,246,0.0
29,247,29,247,0.0
29,248,29,248,0.0
29,249,29,249,0.0
29,250,29,250,0.013755858277735592
29,251,29,251,0.012841101259461066
29,252,29,252,-0.015726709587963468
29,253,29,253,-0.014502278216420037
29,254,29,254,0.0
29,255,29,255,0.0
29,256,29,256,0.011740268302495402
29,257,29,257,0.011288995325650815
29,258,29,258,-0.005121870066819652
29,259,29,259,-0.0026286797375432635
29,260,29,260,0.016159901998260635
29,261,29,261,0.014651844122953743
29,262,29,262,-0.0011811470842133676
29,263,29,263,0.0
29,264,29,264,0.0
29,265,29,265,0.012721535147463273
29,266,29,266,0.008503605920811447
29,267,29,267,0.0
29,268,29,268,0.0
29,269,29,269,0.0
29,270,29,270,0.0
29,271,29,271,0.0
29,272,29,272,0.0
29,273,29,273,0.0
29,274,29,274,0.0
29,275,29,275,0.0
29,276,29,276,0.009675915093197738
29,277,29,277,0.0
29,278,29,278,0.0
29,279,29,279,0.0
29,280,29,280,0.0
29,281,29,281,0.0
29,282,29,282,0.0
29,283,29,283,-0.011606410280790104
29,284,29,284,0.0025785242807668195
29,285,29,285,-0.006983535207473558
29,286,29,286,-0.0038369404637692375
29,287,29,287,0.005820077676684834
29,288,29,288,0.006219721050034792
29,289,29,289,-0.009166095297807614
29,290,29,290,0.006897198900890261
29,291,29,291,0.0
29,292,29,292,0.0
29,293,29,293,0.0
29,294,29,294,0.007341795329732499
29,295,29,295,0.007819972099873567
29,296,29,296,0.0
29,297,29,297,0.0
29,298,29,298,0.0
30,31,30,31,0.0
30,32,30,32,0.0
30,33,30,33,0.0
30,34,30,34,0.0
30,35,30,35,0.0
30,36,30,36,0.0
30,37,30,37,0.0
30,38,30,38,0.0
30,39,30,39,0.0
30,40,30,40,0.0
30,41,30,41,0.0
30,42,30,42,0.0
30,43,30,43,0.0
30,44,30,44,0.0
30,45,30,45,0.0
30,46,30,46,0.0
30,47,30,47,0.0
30,48,30,48,0.0
30,49,30,49,0.0
30,50,30,50,0.0
30,51,30,51,0.0
30,52,30,52,0.0
30,53,30,53,0.0
30,54,30,54,0.0
30,55,30,55,0.0
30,56,30,56,0.0
30,57,30,57,0.0
30,58,30,58,0.0
30,59,30,59,0.0
30,60,30,60,0.0
30,61,30,61,0.0
30,62,30,62,0.0
30,63,30,63,0.0
30,64,30,64,0.0
30,65,30,65,0.0
30,66,30,66,0.0
30,67,30,67,0.0
30,68,30,68,0.0
30,69,30,69,0.0
30,70,30,70,0.0
30,71,30,71,0.0
30,72,30,72,0.0
30,73,30,73,0.0
30,74,30,74,0.0
30,75,30,75,0.0
30,76,30,76,0.0
30,77,30,77,0.0
30,78,30,78,0.0
30,79,30,79,0.0
30,80,30,80,0.0
30,81,30,81,0.0
30,82,30,82,0.0
30,83,30,83,0.0
30,84,30,84,0.0
30,85,30,85,0.0
30,86,30,86,0.0
30,87,30,87,0.0
30,88,30,88,0.0
30,89,30,89,0.0
30,90,30,90,0.0
30,91,30,91,0.0
30,92,30,92,0.0
30,93,30,93,0.0
30,94,30,94,0.0
30,95,30,95,0.0
30,96,30,96,0.0
30,97,30,97,0.0
30,98,30,98,0.0
30,99,30,99,0.0
30,100,30,100,0.0
30,101,30,101,0.0
30,102,30,102,0.0
30,103,30,103,0.0
30,104,30,104,0.0
30,105,30,105,0.0
30,106,30,106,0.0
30,107,30,107,0.0
30,108,30,108,0.0
30,109,30,109,0.0
30,110,30,110,0.0
30,111,30,111,0.0
30,112,30,112,0.0
30,113,30,113,0.0
30,114,30,114,0.0
30,115,30,115,0.0
30,116,30,116,0.0
30,117,30,117,0.0
30,118,30,118,0.0
30,119,30,119,0.0
30,120,30,120,0.0
30,121,30,121,0.0
30,122,30,122,0.0
30,123,30,123,0.0
30,124,30,124,0.0
30,125,30,125,0.0
30,126,30,126,0.0
30,127,30,127,0.0
30,128,30,128,0.0
30,129,30,129,0.0
30,130,30,130,0.0
30,131,30,131,0.0
30,132,30,132,0.0
30,133,30,133,0.0
30,134,30,134,0.0
30,135,30,135,0.0
30,136,30,136,0.0
30,137,30,137,0.0
30,138,30,138,0.0
30,139,30,139,0.0
30,140,30,140,0.0
30,141,30,141,0.0
30,142,30,142,0.0
30,143,30,143,0.0
30,144,30,144,0.0
30,145,30,145,0.0
30,146,30,146,0.0
30,147,30,147,0.0
30,148,30,148,0.0
30,149,30,149,0.0
30,150,30,150,0.0
30,151,30,151,0.0
30,152,30,152,0.0
30,153,30,153,0.0
30,154,30,154,0.0
30,155,30,155,0.0
30,156,30,156,0.0
30,157,30,157,0.0
30,158,30,158,0.0
30,159,30,159,0.0
30,160,30,160,0.0
30,161,30,161,0.0
30,162,30,162,0.0
30,163,30,163,0.0
30,164,30,164,0.0
30,165,30,165,0.0
30,166,30,166,0.0
30,167,30,167,0.0
30,168,30,168,0.0
30,169,30,169,0.0
30,170,30,170,0.0
30,171,30,171,0.0
30,172,30,172,0.0
30,173,30,173,0.0
30,174,30,174,0.0
30,175,30,175,0.0
30,176,30,176,0.0
30,177,30,177,0.0
30,178,30,178,0.0
30,179,30,179,0.0
30,180,30,180,0.0
30,181,30,181,0.0
30,182,30,182,0.0
30,183,30,183,0.0
30,184,30,184,0.0
30,185,30,185,0.0
30,186,30,186,0.0
30,187,30,187,0.0
30,188,30,188,0.0
30,189,30,189,0.0
30,190,30,190,0.0
30,191,30,191,0.0
30,192,30,192,0.0
30,193,30,193,0.0
30,194,30,194,0.0
30,195,30,195,0.0
30,196,30,196,0.0
30,197,30,197,0.0
30,198,30,198,0.0
30,199,30,199,0.0
30,200,30,200,0.0
30,201,30,201,0.0
30,202,30,202,0.0
30,203,30,203,0.0
30,204,30,204,0.0
30,205,30,205,0.0
30,206,30,206,0.0
30,207,30,207,0.0
30,208,30,208,0.0
30,209,30,209,0.0
30,210,30,210,0.0
30,211,30,211,0.0
30,212,30,212,0.0
30,213,30,213,0.0
30,214,30,214,0.0
30,215,30,215,0.0
30,216,30,216,0.0
30,217,30,217,0.0
30,218,30,218,0.0
30,219,30,219,0.0
30,220,30,220,0.0
30,221,30,221,0.0
30,222,30,222,0.0
30,223,30,223,0.0
30,224,30,224,0.0
30,225,30,225,0.0
30,226,30,226,0.0
30,227,30,227,0.0
30,228,30,228,0.0
30,229,30,229,0.0
30,230,30,230,0.0
30,231,30,231,0.0
30,232,30,232,0.0
30,233,30,233,0.0
30,234,30,234,0.0
30,235,30,235,0.0
30,236,30,236,0.0
30,237,30,237,0.0
30,238,30,238,0.0
30,239,30,239,0.0
30,240,30,240,0.0
30,241,30,241,0.0
30,242,30,242,0.0
30,243,30,243,0.0
30,244,30,244,0.0
30,245,30,245,0.0
30,246,30,246,0.0
30,247,30,247,0.0
30,248,30,248,0.0
30,249,30,249,0.0
30,250,30,250,0.0
30,251,30,251,0.0
30,252,30,252,0.0
30,253,30,253,0.0
30,254,30,254,0.0
30,255,30,255,0.0
30,256,30,256,0.0
30,257,30,257,0.0
30,258,30,258,0.0
30,259,30,259,0.0
30,260,30,260,0.0
30,261,30,261,0.0
30,262,30,262,0.0
30,263,30,263,0.0
30,264,30,264,0.0
30,265,30,265,0.0
30,266,30,266,0.0
30,267,30,267,0.0
30,268,30,268,0.0
30,269,30,269,0.0
30,270,30,270,0.0
30,271,30,271,0.0
30,272,30,272,0.0
30,273,30,273,0.0
30,274,30,274,0.0
30,275,30,275,0.0
30,276,30,276,0.0
30,277,30,277,0.0
30,278,30,278,0.0
30,279,30,279,0.0
30,280,30,280,0.0
30,281,30,281,0.0
30,282,30,282,0.0
30,283,30,283,0.0
30,284,30,284,0.0
30,285,30,285,0.0
30,286,30,286,0.0
30,287,30,287,0.0
30,288,30,288,0.0
30,289,30,289,0.0
30,290,30,290,0.0
30,291,30,291,0.0
30,292,30,292,0.0
30,293,30,293,0.0
30,294,30,294,0.0
30,295,30,295,0.0
30,296,30,296,0.0
30,297,30,297,0.0
30,298,30,298,0.0
31,32,31,32,0.03676239745495857
31,33,31,33,0.0
31,34,31,34,0.0
31,35,31,35,-0.08304629709560742
31,36,31,36,-0.02038313718254652
31,37,31,37,0.029970940483193872
31,38,31,38,-0.01963061870275986
31,39,31,39,0.0
31,40,31,40,0.0
31,41,31,41,0.0
31,42,31,42,0.0
31,43,31,43,-0.06586023458751514
31,44,31,44,0.0
31,45,31,45,0.0
31,46,31,46,0.0
31,47,31,47,0.0
31,48,31,48,0.0
31,49,31,49,0.0
31,50,31,50,0.0
31,51,31,51,0.0
31,52,31,52,0.0
31,53,31,53,0.0
31,54,31,54,0.0
31,55,31,55,0.0
31,56,31,56,0.0
31,57,31,57,0.0
31,58,31,58,0.0
31,59,31,59,0.0
31,60,31,60,0.0
31,61,31,61,0.0
31,62,31,62,0.0
31,63,31,63,0.0
31,64,31,64,0.0
31,65,31,65,0.0
31,66,31,66,0.0
31,67,31,67,0.0
31,68,31,68,0.0
31,69,31,69,0.0
31,70,31,70,0.0
31,71,31,71,0.0
31,72,31,72,0.0
31,73,31,73,0.0
31,74,31,74,0.0
31,75,31,75,0.0
31,76,31,76,0.0
31,77,31,77,0.0
31,78,31,78,0.0
31,79,31,79,0.0
31,80,31,80,0.0
31,81,31,81,0.0
31,82,31,82,0.0
31,83,31,83,0.0
31,84,31,84,0.0
31,85,31,85,0.0
31,86,31,86,0.0
31,87,31,87,0.0
31,88,31,88,0.0
31,89,31,89,0.0
31,90,31,90,0.0
31,91,31,91,0.0
31,92,31,92,0.0
31,93,31,93,0.0
31,94,31,94,0.0
31,95,31,95,0.0
31,96,31,96,0.0
31,97,31,97,0.0
31,98,31,98,0.0
31,99,31,99,0.0
31,100,31,100,0.0
31,101,31,101,0.0
31,102,31,102,0.0
31,103,31,103,0.0
31,104,31,104,0.0
31,105,31,105,0.0
31,106,31,106,0.0
31,107,31,107,0.0
31,108,31,108,0.0
31,109,31,109,0.0
31,110,31,110,0.0
31,111,31,111,0.0
31,112,31,112,0.0
31,113,31,113,0.0
31,114,31,114,0.0
31,115,31,115,0.0
31,116,31,116,0.0
31,117,31,117,0.0
31,118,31,118,0.0
31,119,31,119,0.0
31,120,31,120,0.0
31,121,31,121,0.0
31,122,31,122,0.0
31,123,31,123,0.0
31,124,31,124,0.0
31,125,31,125,0.0
31,126,31,126,0.0
31,127,31,127,0.0
31,128,31,128,0.0
31,129,31,129,0.0
31,130,31,130,0.0
31,131,31,131,0.0
31,132,31,132,0.0
31,133,31,133,0.0
31,134,31,134,0.0
31,135,31,135,0.0
31,136,31,136,0.0
31,137,31,137,0.0
31,138,31,138,0.0
31,139,31,139,0.0
31,140,31,140,0.0
31,141,31,141,0.0
31,142,31,142,0.0
31,143,31,143,0.0
31,144,31,144,0.0
31,145,31,145,0.0
31,146,31,146,0.0
31,147,31,147,0.0
31,148,31,148,0.0
31,149,31,149,0.0
31,150,31,150,0.0
31,151,31,151,0.0
31,152,31,152,0.0
31,153,31,153,0.0
31,154,31,154,0.0
31,155,31,155,0.0
31,156,31,156,0.0
31,157,31,157,0.0
31,158,31,158,0.0
31,159,31,159,0.0
31,160,31,160,0.0
31,161,31,161,0.0
31,162,31,162,0.0
31,163,31,163,0.0
31,164,31,164,0.0
31,165,31,165,0.0
31,166,31,166,0.0
31,167,31,167,0.0
31,168,31,168,0.0
31,169,31,169,0.0
31,170,31,170,0.0
31,171,31,171,0.0
31,172,31,172,0.0
31,173,31,173,0.0
31,174,31,174,0.0
31,175,31,175,0.0
31,176,31,176,0.0
31,177,31,177,0.0
31,178,31,178,0.0
31,179,31,179,0.0
31,180,31,180,0.0
31,181,31,181,0.0
31,182,31,182,0.0
31,183,31,183,0.0
31,184,31,184,0.0
31,185,31,185,0.0
31,186,31,186,0.0
31,187,31,187,0.0
31,188,31,188,0.0
31,189,31,189,0.0
31,190,31,190,0.0
31,191,31,191,0.0
31,192,31,192,0.0
31,193,31,193,0.0
31,194,31,194,0.0
31,195,31,195,0.0
31,196,31,196,0.0
31,197,31,197,0.0
31,198,31,198,0.0
31,199,31,199,0.0
31,200,31,200,0.0
31,201,31,201,-0.00871613929846724
31,202,31,202,0.0
31,203,31,203,0.0
31,204,31,204,0.0
31,205,31,205,0.0
31,206,31,206,0.0
31,207,31,207,-0.01736173492410713
31,208,31,208,-0.0913125607193419
31,209,31,209,0.052373514480763925
31,210,31,210,-0.02453311039390882
31,211,31,211,0.01822080405910667
31,212,31,212,0.0
31,213,31,213,-0.050829689244795466
31,214,31,214,-0.036682257169233796
31,215,31,215,0.07067885257196992
31,216,31,216,0.0
31,217,31,217,0.02403977942297748
31,218,31,218,0.023291431628816753
31,219,31,219,0.010959653364422898
31,220,31,220,0.023201681435858754
31,221,31,221,0.029903477614928
31,222,31,222,0.027753779923633676
31,223,31,223,0.0
31,224,31,224,0.0313177583103177
31,225,31,225,0.05531029389759885
31,226,31,226,0.02271402678461294
31,227,31,227,0.013350717286453184
31,228,31,228,0.0
31,229,31,229,0.0
31,230,31,230,0.0
31,231,31,231,0.0
31,232,31,232,0.0
31,233,31,233,0.02236708239202327
31,234,31,234,0.01542767567274915
31,235,31,235,0.032744651137547626
31,236,31,236,0.08844605239075494
31,237,31,237,0.080686587151507
31,238,31,238,0.010401817676405344
31,239,31,239,0.02088778721477056
31,240,31,240,0.034164175134321434
31,241,31,241,0.031090661591001316
31,242,31,242,0.03173720525601922
31,243,31,243,0.030010528468832242
31,244,31,244,0.0
31,245,31,245,0.0
31,246,31,246,0.0
31,247,31,247,0.0
31,248,31,248,0.0
31,249,31,249,0.0
31,250,31,250,0.035245143917163366
31,251,31,251,0.03462496329867519
31,252,31,252,-0.03604402751409087
31,253,31,253,-0.03581604936815094
31,254,31,254,0.0
31,255,31,255,0.0
31,256,31,256,0.029444874371291146
31,257,31,257,0.032149402590475294
31,258,31,258,-0.002127777199289988
31,259,31,259,-0.0012505730607882933
31,260,31,260,0.03609620679313436
31,261,31,261,0.03582741929276115
31,262,31,262,0.018334902224730915
31,263,31,263,0.0
31,264,31,264,0.0
31,265,31,265,0.035907525387468525
31,266,31,266,0.03668745282102984
31,267,31,267,0.0
31,268,31,268,0.0
31,269,31,269,0.0
31,270,31,270,0.0
31,271,31,271,0.0
31,272,31,272,0.0
31,273,31,273,0.0
31,274,31,274,0.0
31,275,31,275,0.0
31,276,31,276,0.03146994090402277
31,277,31,277,0.0
31,278,31,278,0.0
31,279,31,279,0.0
31,280,31,280,0.0
31,281,31,281,0.0
31,282,31,282,0.0
31,283,31,283,0.006841474584738344
31,284,31,284,0.026383072243425273
31,285,31,285,0.01619258116386183
31,286,31,286,0.019781557429612212
31,287,31,287,0.02986675281471977
31,288,31,288,0.02476075635772021
31,289,31,289,0.007308133140031917
31,290,31,290,0.03260156148484706
31,291,31,291,0.0
31,292,31,292,0.0
31,293,31,293,0.0
31,294,31,294,0.027600916224780902
31,295,31,295,0.027277495642298106
31,296,31,296,0.0
31,297,31,297,0.0
31,298,31,298,0.0
32,33,32,33,0.0
32,34,32,34,0.0
32,35,32,35,-0.009549547832044746
32,36,32,36,0.0111645956274874
32,37,32,37,0.001310521148344452
32,38,32,38,0.010402312369219291
32,39,32,39,0.0
32,40,32,40,0.0
32,41,32,41,0.0
32,42,32,42,0.0
32,43,32,43,-0.0359165229143081
32,44,32,44,0.0
32,45,32,45,0.0
32,46,32,46,0.0
32,47,32,47,0.0
32,48,32,48,0.0
32,49,32,49,0.0
32,50,32,50,0.0
32,51,32,51,0.0
32,52,32,52,0.0
32,53,32,53,0.0
32,54,32,54,0.0
32,55,32,55,0.0
32,56,32,56,0.0
32,57,32,57,0.0
32,58,32,58,0.0
32,59,32,59,0.0
32,60,32,60,0.0
32,61,32,61,0.0
32,62,32,62,0.0
32,63,32,63,0.0
32,64,32,64,0.0
32,65,32,65,0.0
32,66,32,66,0.0
32,67,32,67,0.0
32,68,32,68,0.0
32,69,32,69,0.0
32,70,32,70,0.0
32,71,32,71,0.0
32,72,32,72,0.0
32,73,32,73,0.0
32,74,32,74,0.0
32,75,32,75,0.0
32,76,32,76,0.0
32,77,32,77,0.0
32,78,32,78,0.0
32,79,32,79,0.0
32,80,32,80,0.0
32,81,32,81,0.0
32,82,32,82,0.0
32,83,32,83,0.0
32,84,32,84,0.0
32,85,32,85,0.0
32,86,32,86,0.0
32,87,32,87,0.0
32,88,32,88,0.0
32,89,32,89,0.0
32,90,32,90,0.0
32,91,32,91,0.0
32,92,32,92,0.0
32,93,32,93,0.0
32,94,32,94,0.0
32,95,32,95,0.0
32,96,32,96,0.0
32,97,32,97,0.0
32,98,32,98,0.0
32,99,32,99,0.0
32,100,32,100,0.0
32,101,32,101,0.0
32,102,32,102,0.0
32,103,32,103,0.0
32,104,32,104,0.0
32,105,32,105,0.0
32,106,32,106,0.0
32,107,32,107,0.0
32,108,32,108,0.0
32,109,32,109,0.0
32,110,32,110,0.0
32,111,32,111,0.0
32,112,32,112,0.0
32,113,32,113,0.0
32,114,32,114,0.0
32,115,32,115,0.0
32,116,32,116,0.0
32,117,32,117,0.0
32,118,32,118,0.0
32,119,32,119,0.0
32,120,32,120,0.0
32,121,32,121,0.0
32,122,32,122,0.0
32,123,32,123,0.0
32,124,32,124,0.0
32,125,32,125,0.0
32,126,32,126,0.0
32,127,32,127,0.0
32,128,32,128,0.0
32,129,32,129,0.0
32,130,32,130,0.0
32,131,32,131,0.0
32,132,32,132,0.0
32,133,32,133,0.0
32,134,32,134,0.0
32,135,32,135,0.0
32,136,32,136,0.0
32,137,32,137,0.0
32,138,32,138,0.0
32,139,32,139,0.0
32,140,32,140,0.0
32,141,32,141,0.0
32,142,32,142,0.0
32,143,32,143,0.0
32,144,32,144,0.0
32,145,32,145,0.0
32,146,32,146,0.0
32,147,32,147,0.0
32,148,32,148,0.0
32,149,32,149,0.0
32,150,32,150,0.0
32,151,32,151,0.0
32,152,32,152,0.0
32,153,32,153,0.0
32,154,32,154,0.0
32,155,32,155,0.0
32,156,32,156,0.0
32,157,32,157,0.0
32,158,32,158,0.0
32,159,32,159,0.0
32,160,32,160,0.0
32,161,32,161,0.0
32,162,32,162,0.0
32,163,32,163,0.0
32,164,32,164,0.0
32,165,32,165,0.0
32,166,32,166,0.0
32,167,32,167,0.0
32,168,32,168,0.0
32,169,32,169,0.0
32,170,32,170,0.0
32,171,32,171,0.0
32,172,32,172,0.0
32,173,32,173,0.0
32,174,32,174,0.0
32,175,32,175,0.0
32,176,32,176,0.0
32,177,32,177,0.0
32,178,32,178,0.0
32,179,32,179,0.0
32,180,32,180,0.0
32,181,32,181,0.0
32,182,32,182,0.0
32,183,32,183,0.0
32,184,32,184,0.0
32,185,32,185,0.0
32,186,32,186,0.0
32,187,32,187,0.0
32,188,32,188,0.0
32,189,32,189,0.0
32,190,32,190,0.0
32,191,32,191,0.0
32,192,32,192,0.0
32,193,32,193,0.0
32,194,32,194,0.0
32,195,32,195,0.0
32,196,32,196,0.0
32,197,32,197,0.0
32,198,32,198,0.0
32,199,32,199,0.0
32,200,32,200,0.0
32,201,32,201,0.014179729883539988
32,202,32,202,0.0
32,203,32,203,0.0
32,204,32,204,0.0
32,205,32,205,0.0
32,206,32,206,0.0
32,207,32,207,0.013389876645851902
32,208,32,208,-0.025780698028280744
32,209,32,209,-0.026902588002990915
32,210,32,210,-0.026402755312137188
32,211,32,211,0.02140919091788708
32,212,32,212,0.0
32,213,32,213,0.004596048778239231
32,214,32,214,0.0075787542884559154
32,215,32,215,0.01883409231592163
32,216,32,216,0.0
32,217,32,217,0.008660534390197676
32,218,32,218,0.008476815157485666
32,219,32,219,0.007683564054138549
32,220,32,220,0.009474823474169138
32,221,32,221,0.010009792474328946
32,222,32,222,0.010597955902464248
32,223,32,223,0.0
32,224,32,224,-0.03346098290823005
32,225,32,225,-0.02547601818663689
32,226,32,226,-0.03604727021704681
32,227,32,227,-0.03494887281116618
32,228,32,228,0.0
32,229,32,229,0.0
32,230,32,230,0.0
32,231,32,231,0.0
32,232,32,232,0.0
32,233,32,233,0.008290270767017922
32,234,32,234,0.016707466662455043
32,235,32,235,0.0026068091471265933
32,236,32,236,0.018838325904816485
32,237,32,237,0.005073709639344148
32,238,32,238,0.009797540150142696
32,239,32,239,0.004266265371189776
32,240,32,240,0.011978262636171237
32,241,32,241,0.012808179350834434
32,242,32,242,0.010444553403548475
32,243,32,243,0.010986232372735561
32,244,32,244,0.0
32,245,32,245,0.0
32,246,32,246,0.0
32,247,32,247,0.0
32,248,32,248,0.0
32,249,32,249,0.0
32,250,32,250,0.008524881295040565
32,251,32,251,0.008019072147996064
32,252,32,252,-0.008976424013421762
32,253,32,253,-0.008462534916266782
32,254,32,254,0.0
32,255,32,255,0.0
32,256,32,256,0.00971604957824327
32,257,32,257,0.0077872332462979145
32,258,32,258,0.0016192046000251166
32,259,32,259,0.0010193833835261774
32,260,32,260,0.008779080640692653
32,261,32,261,0.008375410872815287
32,262,32,262,0.0038390386403266835
32,263,32,263,0.0
32,264,32,264,0.0
32,265,32,265,0.009121173520891599
32,266,32,266,0.006816765899680335
32,267,32,267,0.0
32,268,32,268,0.0
32,269,32,269,0.0
32,270,32,270,0.0
32,271,32,271,0.0
32,272,32,272,0.0
32,273,32,273,0.0
32,274,32,274,0.0
32,275,32,275,0.0
32,276,32,276,0.008181064614578556
32,277,32,277,0.0
32,278,32,278,0.0
32,279,32,279,0.0
32,280,32,280,0.0
32,281,32,281,0.0
32,282,32,282,0.0
32,283,32,283,0.0026683721053236006
32,284,32,284,0.006927006128952696
32,285,32,285,0.0036341752445201345
32,286,32,286,0.005922880113872769
32,287,32,287,0.009185654964632726
32,288,32,288,0.006747014219652292
32,289,32,289,0.0026029824290876957
32,290,32,290,0.0089143686033685
32,291,32,291,0.0
32,292,32,292,0.0
32,293,32,293,0.0
32,294,32,294,0.005723484776290622
32,295,32,295,0.006128964873653431
32,296,32,296,0.0
32,297,32,297,0.0
32,298,32,298,0.0
33,34,33,34,0.0
33,35,33,35,0.0
33,36,33,36,0.0
33,37,33,37,0.0
33,38,33,38,0.0
33,39,33,39,0.0
33,40,33,40,0.0
33,41,33,41,0.0
33,42,33,42,0.0
33,43,33,43,0.0
33,44,33,44,0.0
33,45,33,45,0.0
33,46,33,46,0.0
33,47,33,47,0.0
33,48,33,48,0.0
33,49,33,49,0.0
33,50,33,50,0.0
33,51,33,51,0.0
33,52,33,52,0.0
33,53,33,53,0.0
33,54,33,54,0.0
33,55,33,55,0.0
33,56,33,56,0.0
33,57,33,57,0.0
33,58,33,58,0.0
33,59,33,59,0.0
33,60,33,60,0.0
33,61,33,61,0.0
33,62,33,62,0.0
33,63,33,63,0.0
33,64,33,64,0.0
33,65,33,65,0.0
33,66,33,66,0.0
33,67,33,67,0.0
33,68,33,68,0.0
33,69,33,69,0.0
33,70,33,70,0.0
33,71,33,71,0.0
33,72,33,72,0.0
33,73,33,73,0.0
33,74,33,74,0.0
33,75,33,75,0.0
33,76,33,76,0.0
33,77,33,77,0.0
33,78,33,78,0.0
33,79,33,79,0.0
33,80,33,80,0.0
33,81,33,81,0.0
33,82,33,82,0.0
33,83,33,83,0.0
33,84,33,84,0.0
33,85,33,85,0.0
33,86,33,86,0.0
33,87,33,87,0.0
33,88,33,88,0.0
33,89,33,89,0.0
33,90,33,90,0.0
33,91,33,91,0.0
33,92,33,92,0.0
33,93,33,93,0.0
33,94,33,94,0.0
33,95,33,95,0.0
33,96,33,96,0.0
33,97,33,97,0.0
33,98,33,98,0.0
33,99,33,99,0.0
33,100,33,100,0.0
33,101,33,101,0.0
33,102,33,102,0.0
33,103,33,103,0.0
33,104,33,104,0.0
33,105,33,105,0.0
33,106,33,106,0.0
33,107,33,107,0.0
33,108,33,108,0.0
33,109,33,109,0.0
33,110,33,110,0.0
33,111,33,111,0.0
33,112,33,112,0.0
33,113,33,113,0.0
33,114,33,114,0.0
33,115,33,115,0.0
33,116,33,116,0.0
33,117,33,117,0.0
33,118,33,118,0.0
33,119,33,119,0.0
33,120,33,120,0.0
33,121,33,121,0.0
33,122,33,122,0.0
33,123,33,123,0.0
33,124,33,124,0.0
33,125,33,125,0.0
33,126,33,126,0.0
33,127,33,127,0.0
33,128,33,128,0.0
33,129,33,129,0.0
33,130,33,130,0.0
33,131,33,131,0.0
33,132,33,132,0.0
33,133,33,133,0.0
33,134,33,134,0.0
33,135,33,135,0.0
33,136,33,136,0.0
33,137,33,137,0.0
33,138,33,138,0.0
33,139,33,139,0.0
33,140,33,140,0.0
33,141,33,141,0.0
33,142,33,142,0.0
33,143,33,143,0.0
33,144,33,144,0.0
33,145,33,145,0.0
33,146,33,146,0.0
33,147,33,147,0.0
33,148,33,148,0.0
33,149,33,149,0.0
33,150,33,150,0.0
33,151,33,151,0.0
33,152,33,152,0.0
33,153,33,153,0.0
33,154,33,154,0.0
33,155,33,155,0.0
33,156,33,156,0.0
33,157,33,157,0.0
33,158,33,158,0.0
33,159,33,159,0.0
33,160,33,160,0.0
33,161,33,161,0.0
33,162,33,162,0.0
33,163,33,163,0.0
33,164,33,164,0.0
33,165,33,165,0.0
